CodeEmploiGrade_neg;LibelleEmploiNEG;FiliereNEG;CadredemploiNEG;etatemploigrade;CodeNETNEH_neg;CodeNETNEH;libelleNETNEH;cadredemploiNETNEH;FiliereNETNEH
F00127;DIRECTEUR GENERAL DES SERV TECH DES EPCI (150 A 400 000 H);TECHNIQUE;Emplois fonctionnels;1;;TTU2;Directeur général des services techniques;directeur général et directeur des services techniques des communes et de directeur général de services techniques des établissements publics de coopération intercommunale à fiscalité propre (emplois fonctionnels);Filière technique
F00128;DIRECTEUR GENERAL DES SERV TECH DES EPCI (80 A 150 000 H);TECHNIQUE;Emplois fonctionnels;1;;TTU2;Directeur général des services techniques;directeur général et directeur des services techniques des communes et de directeur général de services techniques des établissements publics de coopération intercommunale à fiscalité propre (emplois fonctionnels);Filière technique
F00130;DIRECTEUR D OPHLM DE 10 001 A 15 000 LOGEMENTS;ADMINISTRATIF;Emplois fonctionnels;1;TAU2H2;TAU2;Directeur général des services ou directeur;emplois administratifs de direction des collectivités territoriales (Emplois fonctionnels);Filière administrative
F00131;DIRECTEUR D OPHLM DE 15 001 A 20 000 LOGEMENTS;ADMINISTRATIF;Emplois fonctionnels;1;TAU2H3;TAU2;Directeur général des services ou directeur;emplois administratifs de direction des collectivités territoriales (Emplois fonctionnels);Filière administrative
F00132;DIRECTEUR D OPHLM DE PLUS DE 20 000 LOGEMENTS;ADMINISTRATIF;Emplois fonctionnels;1;TAU2H4;TAU2;Directeur général des services ou directeur;emplois administratifs de direction des collectivités territoriales (Emplois fonctionnels);Filière administrative
F00134;DIRECTEUR ETS SOCIAUX / MEDICO-SOCIAUX (EMPLOI FONCTIONNEL);DIRECTION;Emplois fonctionnels;1;0200;0200;Directeur d'établissement social et médico-social emploi fonctionnel (r 01/2008);Directeurs d'établissements sanitaires et sociaux;Personnel de direction et personnels administratifs
F00135;DIRECTEUR ETS SANITAIRES-SOCIAUX (EMPLOI FONCTIONNEL);DIRECTION;Emplois fonctionnels;1;0530;0530;Directeur d'établissement sanitaire et social emploi fonctionnel (r 01/2008);Directeurs d'établissements sanitaires et sociaux;Personnel de direction et personnels administratifs
F00138;DIRECTEUR DE CAISSE DE CREDIT MUNICIPAL (HABILITE) (EMPLOI FONCTIONNEL);ADMINISTRATIF;Emplois fonctionnels;1;TAU2M2;TAU2;Directeur général des services ou directeur;emplois administratifs de direction des collectivités territoriales (Emplois fonctionnels);Filière administrative
F00139;DIRECTEUR GAL DES ETABTS PUBLICS LOCAUX (20 000 A 40 000 H) (EMPLOI FONCTIONNEL);ADMINISTRATIF;Emplois fonctionnels;1;TAU2L1;TAU2;Directeur général des services ou directeur;emplois administratifs de direction des collectivités territoriales (Emplois fonctionnels);Filière administrative
F00140;DIRECTEUR GAL DES ETABTS PUBLICS LOCAUX (40 000 A 80 000 H) (EMPLOI FONCTIONNEL);ADMINISTRATIF;Emplois fonctionnels;1;TAU2L2;TAU2;Directeur général des services ou directeur;emplois administratifs de direction des collectivités territoriales (Emplois fonctionnels);Filière administrative
F00141;DIRECTEUR GAL DES ETABTS PUBLICS LOCAUX (80 000 A 150 000 H)(EMPLOI FONCTIONNEL);ADMINISTRATIF;Emplois fonctionnels;1;TAU2L3;TAU2;Directeur général des services ou directeur;emplois administratifs de direction des collectivités territoriales (Emplois fonctionnels);Filière administrative
F00142;DIRECTEUR GAL DES ETABTS PUBLICS LOCAUX (150 000 A 400 000H)(EMPLOI FONCTIONNEL);ADMINISTRATIF;Emplois fonctionnels;1;TAU2L4;TAU2;Directeur général des services ou directeur;emplois administratifs de direction des collectivités territoriales (Emplois fonctionnels);Filière administrative
F00144;DIRECTEUR ADJOINT DE CENTRE DE GEST 20 001 A 30 000 AGENTS (EMPLOI FONCTIONNEL);ADMINISTRATIF;Emplois fonctionnels;1;TAU1G3;TAU1;Directeur général adjoint des services ou directeur adjoint;emplois administratifs de direction des collectivités territoriales (Emplois fonctionnels);Filière administrative
F00145;DIRECTEUR ADJOINT DE CENTRE DE GESTION PLUS DE 30 000 AGENTS(EMPLOI FONCTIONNEL);ADMINISTRATIF;Emplois fonctionnels;1;TAU1G4;TAU1;Directeur général adjoint des services ou directeur adjoint;emplois administratifs de direction des collectivités territoriales (Emplois fonctionnels);Filière administrative
F00146;DIRECTEUR GAL DE CENTRE DE GEST DE 9 001 A 12 000 AGENTS (EMPLOI FONCTIONNEL);ADMINISTRATIF;Emplois fonctionnels;1;TAU2G2;TAU2;Directeur général des services ou directeur;emplois administratifs de direction des collectivités territoriales (Emplois fonctionnels);Filière administrative
F00147;DIRECTEUR GAL DE CENTRE DE GEST 12 001 A 20 000 AGENTS (EMPLOI FONCTIONNEL);ADMINISTRATIF;Emplois fonctionnels;1;TAU2G3;TAU2;Directeur général des services ou directeur;emplois administratifs de direction des collectivités territoriales (Emplois fonctionnels);Filière administrative
F00148;DIRECTEUR GAL DE CENTRE DE GEST 20 001 A 30 000 AGENTS (EMPLOI FONCTIONNEL);ADMINISTRATIF;Emplois fonctionnels;1;TAU2G4;TAU2;Directeur général des services ou directeur;emplois administratifs de direction des collectivités territoriales (Emplois fonctionnels);Filière administrative
F00149;DIRECTEUR GAL DE CENTRE DE GEST PLUS DE 30 000 AGENTS;ADMINISTRATIF;Emplois fonctionnels;1;TAU2G5;TAU2;Directeur général des services ou directeur;emplois administratifs de direction des collectivités territoriales (Emplois fonctionnels);Filière administrative
F00150;DIRECTEUR GAL ADJ DES ETABS PUBS DE COOP 150 000 A 400 000 H(EMPLOI FONCTIONNEL);ADMINISTRATIF;Emplois fonctionnels;1;TAU1C1;TAU1;Directeur général adjoint des services ou directeur adjoint;emplois administratifs de direction des collectivités territoriales (Emplois fonctionnels);Filière administrative
F00151;DIRECTEUR GAL ADJ DES ETABS PUBS DE COOP PLUS DE 400 000 H (EMPLOI FONCTIONNEL);ADMINISTRATIF;Emplois fonctionnels;1;TAU1C2;TAU1;Directeur général adjoint des services ou directeur adjoint;emplois administratifs de direction des collectivités territoriales (Emplois fonctionnels);Filière administrative
F00152;DIRECTEUR GAL DES ETABS PUBS DE COOP DE 40 000 A 80 000 H (EMPLOI FONCTIONNEL);ADMINISTRATIF;Emplois fonctionnels;1;TAU2C1;TAU2;Directeur général des services ou directeur;emplois administratifs de direction des collectivités territoriales (Emplois fonctionnels);Filière administrative
F00153;DIRECTEUR GAL DES ETABS PUBS DE COOP DE 80 000 A 150 000 H (EMPLOI FONCTIONNEL);ADMINISTRATIF;Emplois fonctionnels;1;TAU2C2;TAU2;Directeur général des services ou directeur;emplois administratifs de direction des collectivités territoriales (Emplois fonctionnels);Filière administrative
F00154;DIRECTEUR GAL DES ETABS PUBS DE COOP 150 000 A 400 000 H (EMPLOI FONCTIONNEL);ADMINISTRATIF;Emplois fonctionnels;1;TAU2C3;TAU2;Directeur général des services ou directeur;emplois administratifs de direction des collectivités territoriales (Emplois fonctionnels);Filière administrative
F00155;DIRECTEUR GENERAL DES SERV TECH DES COM (80 A 150 000 H) (EMPLOI FONCTIONNEL);TECHNIQUE;Emplois fonctionnels;1;TTU2-2;TTU2;Directeur général des services techniques;directeur général et directeur des services techniques des communes et de directeur général de services techniques des établissements publics de coopération intercommunale à fiscalité propre (emplois fonctionnels);Filière technique
F00156;DIRECTEUR GENERAL DES SERV TECH DES EPCI (80 A 150 000 H) (EMPLOI FONCTIONNEL);TECHNIQUE;Emplois fonctionnels;1;TTU2E4;TTU2;Directeur général des services techniques;directeur général et directeur des services techniques des communes et de directeur général de services techniques des établissements publics de coopération intercommunale à fiscalité propre (emplois fonctionnels);Filière technique
F00157;DIRECTEUR GENERAL DES SERV TECH DES COM (150 A 400 000 H) (EMPLOI FONCTIONNEL);TECHNIQUE;Emplois fonctionnels;1;TTU2-3;TTU2;Directeur général des services techniques;directeur général et directeur des services techniques des communes et de directeur général de services techniques des établissements publics de coopération intercommunale à fiscalité propre (emplois fonctionnels);Filière technique
F00158;DIRECTEUR GENERAL DES SERV TECH DES EPCI (150 A 400 000 H) (EMPLOI FONCTIONNEL);TECHNIQUE;Emplois fonctionnels;1;TTU2E5;TTU2;Directeur général des services techniques;directeur général et directeur des services techniques des communes et de directeur général de services techniques des établissements publics de coopération intercommunale à fiscalité propre (emplois fonctionnels);Filière technique
F00159;DIRECTEUR GENERAL DES SERV TECH DES COM (+400 000 H) (EMPLOI FONCTIONNEL);TECHNIQUE;Emplois fonctionnels;1;TTU2-4;TTU2;Directeur général des services techniques;directeur général et directeur des services techniques des communes et de directeur général de services techniques des établissements publics de coopération intercommunale à fiscalité propre (emplois fonctionnels);Filière technique
F00160;DIRECTEUR GENERAL DES SERV TECH DES EPCI (+400 000 H) (EMPLOI FONCTIONNEL);TECHNIQUE;Emplois fonctionnels;1;TTU2E6;TTU2;Directeur général des services techniques;directeur général et directeur des services techniques des communes et de directeur général de services techniques des établissements publics de coopération intercommunale à fiscalité propre (emplois fonctionnels);Filière technique
F00162;DIRECTEUR GENERAL DES HOSPICES CIVILS DE LYON;DIRECTION;Emplois fonctionnels;1;300;300;Directeur général de chr niveau 1;Directeur d'hopital;Personnel de direction et personnels administratifs
F00163;DIRECTEUR GENERAL DE L'A P DE MARSEILLE;DIRECTION;Emplois fonctionnels;1;300;300;Directeur général de chr niveau 1;Directeur d'hopital;Personnel de direction et personnels administratifs
F00165;DIRECTEUR GENERAL CHR (TOULOUSE,BX,NANCY,MONTPELLIER,LILLE, STRASBOURG);DIRECTION;Emplois fonctionnels;1;300;300;Directeur général de chr niveau 1;Directeur d'hopital;Personnel de direction et personnels administratifs
F00180;DIRECTEUR GENERAL DES SERV (10 000 A 20 000 H);ADMINISTRATIF;Emplois fonctionnels;1;TAU2-2;TAU2;Directeur général des services ou directeur;emplois administratifs de direction des collectivités territoriales (Emplois fonctionnels);Filière administrative
F00181;DIRECTEUR GENERAL DES SERV (2 000 A 10 000 H);ADMINISTRATIF;Emplois fonctionnels;1;TAU2-1;TAU2;Directeur général des services ou directeur;emplois administratifs de direction des collectivités territoriales (Emplois fonctionnels);Filière administrative
F00182;DIRECTEUR GENER ADJT DES SERVICES (10 000 A 20 000 H);ADMINISTRATIF;Emplois fonctionnels;1;TAU1-1;TAU1;Directeur général adjoint des services ou directeur adjoint;emplois administratifs de direction des collectivités territoriales (Emplois fonctionnels);Filière administrative
F00183;DIRECTEUR GENERAL SERV TECH DES EPCI (40 A 80 000 H);TECHNIQUE;Emplois fonctionnels;1;TTU2E3;TTU2;Directeur général des services techniques;directeur général et directeur des services techniques des communes et de directeur général de services techniques des établissements publics de coopération intercommunale à fiscalité propre (emplois fonctionnels);Filière technique
F00184;DIRECTEUR GENERAL SERV TECH DES EPCI (20 A 40 000 H);TECHNIQUE;Emplois fonctionnels;1;TTU2E2;TTU2;Directeur général des services techniques;directeur général et directeur des services techniques des communes et de directeur général de services techniques des établissements publics de coopération intercommunale à fiscalité propre (emplois fonctionnels);Filière technique
F00185;DIRECTEUR DES SERV TECH DES COM (10 A 20 000 H);TECHNIQUE;Emplois fonctionnels;1;TTU1-1;TTU1;Directeur des services techniques;directeur général et directeur des services techniques des communes et de directeur général de services techniques des établissements publics de coopération intercommunale à fiscalité propre (emplois fonctionnels);Filière technique
F00186;DIRECTEUR GENERAL SERV TECH DES EPCI (10 A 20 000 H);TECHNIQUE;Emplois fonctionnels;1;TTU2E1;TTU2;Directeur général des services techniques;directeur général et directeur des services techniques des communes et de directeur général de services techniques des établissements publics de coopération intercommunale à fiscalité propre (emplois fonctionnels);Filière technique
F00191;DIRECTEUR ADJOINT DE CCAS (20 000 A 40 000 H);ADMINISTRATIF;Emplois fonctionnels;1;;TAU1;Directeur général adjoint des services ou directeur adjoint;emplois administratifs de direction des collectivités territoriales (Emplois fonctionnels);Filière administrative
F00192;DIRECTEUR ADJOINT DE CCAS (40 000 A 150 000 H);ADMINISTRATIF;Emplois fonctionnels;1;;TAU1;Directeur général adjoint des services ou directeur adjoint;emplois administratifs de direction des collectivités territoriales (Emplois fonctionnels);Filière administrative
F00193;DIRECTEUR ADJOINT DE CCAS (150 000 A 400 000 H);ADMINISTRATIF;Emplois fonctionnels;1;;TAU1;Directeur général adjoint des services ou directeur adjoint;emplois administratifs de direction des collectivités territoriales (Emplois fonctionnels);Filière administrative
F00194;DIRECTEUR ADJOINT DE CCAS (PLUS 400 000 H);ADMINISTRATIF;Emplois fonctionnels;1;;TAU1;Directeur général adjoint des services ou directeur adjoint;emplois administratifs de direction des collectivités territoriales (Emplois fonctionnels);Filière administrative
F00195;DIRECTEUR DE CCAS (10 000 A 20 000 H);ADMINISTRATIF;Emplois fonctionnels;1;;TAU2;Directeur général des services ou directeur;emplois administratifs de direction des collectivités territoriales (Emplois fonctionnels);Filière administrative
F00196;DIRECTEUR DE CCAS (20 000 A 40 000 H);ADMINISTRATIF;Emplois fonctionnels;1;;TAU2;Directeur général des services ou directeur;emplois administratifs de direction des collectivités territoriales (Emplois fonctionnels);Filière administrative
F00197;DIRECTEUR DE CCAS (40 000 A 80 000 H);ADMINISTRATIF;Emplois fonctionnels;1;;TAU2;Directeur général des services ou directeur;emplois administratifs de direction des collectivités territoriales (Emplois fonctionnels);Filière administrative
F00198;DIRECTEUR DE CCAS (80 000 A 150 000 H);ADMINISTRATIF;Emplois fonctionnels;1;;TAU2;Directeur général des services ou directeur;emplois administratifs de direction des collectivités territoriales (Emplois fonctionnels);Filière administrative
F00200;DIRECTEUR DE CCAS (150 000 A 400 000 H);ADMINISTRATIF;Emplois fonctionnels;1;;TAU2;Directeur général des services ou directeur;emplois administratifs de direction des collectivités territoriales (Emplois fonctionnels);Filière administrative
F00202;DIRECTEUR GAL ETABLS PUBS DE COOP (10 A 20 000 H);ADMINISTRATIF;Emplois fonctionnels;1;;TAU2;Directeur général des services ou directeur;emplois administratifs de direction des collectivités territoriales (Emplois fonctionnels);Filière administrative
F00203;DIRECTEUR DE CCAS (PLUS 400 000 H);ADMINISTRATIF;Emplois fonctionnels;1;;TAU2;Directeur général des services ou directeur;emplois administratifs de direction des collectivités territoriales (Emplois fonctionnels);Filière administrative
F00204;DIRECTEUR GENERAL A P DE PARIS;DIRECTION;Emplois fonctionnels;1;300;300;Directeur général de chr niveau 1;Directeur d'hopital;Personnel de direction et personnels administratifs
N00016;DIRECTEUR DE SERVICE ADMINISTRATIF VILLE DE 80000 A 150000 HABITANTS;ADMINISTRATIF;Emplois nationaux;7;;TAU2;Directeur général des services ou directeur;emplois administratifs de direction des collectivités territoriales (Emplois fonctionnels);Filière administrative
N00017;DIRECTEUR DE SERVICE ADMINISTRATIF VILLE DE 40000 A 150000 HABITANTS;ADMINISTRATIF;Emplois nationaux;7;;TAU2;Directeur général des services ou directeur;emplois administratifs de direction des collectivités territoriales (Emplois fonctionnels);Filière administrative
N00018;ATTACHE COMMUNAL PRINCIPAL;;Emplois nationaux;7;;TAT2;Attaché principal;attachés territoriaux;Filière administrative
N00019;ATTACHE COMMUNAL DE 1ERE CLASSE;;Emplois nationaux;7;;TAT2;Attaché principal;attachés territoriaux;Filière administrative
